"gene_id","gene_name","bmp4_rep1","bmp4_rep2","bmp4_rep3","bmp4_tgfb2_rep1","bmp4_tgfb2_rep2","bmp4_tgfb2_rep3","nontreated_rep1","nontreated_rep2","nontreated_rep3","tgfb2_rep1","tgfb2_rep2","tgfb2_rep3"
"ENSMUSG00000031539.6","Ap3m2",489,255,273,558,363,299,412,198,212,638,326,457
"ENSMUSG00000031540.14","Kat6a",2753.005,3449,3350.166,1965,2400,2383,4411.462,3575.263,3920,2381,2158,2816
"ENSMUSG00000031543.18","Ank1",51.56,53.041,37.42,23.816,40.512,52,34.862,29.249,46.59,26.001,29.104,45.631
"ENSMUSG00000031545.6","Gpat4",8196.001,7974.212,8293.87,7466.99,5617,6158.02,5861.158,7041.481,7931.706,7885.741,5469,6364.27
"ENSMUSG00000031546.6","Gins4",2115.007,1949,2127.984,1160.569,1146,1429,1456,1527,1598,1392.008,1639,1492
"ENSMUSG00000031548.7","Sfrp1",573,858.027,488,78,204,123,414,421,353,113,249,171.001
"ENSMUSG00000031549.16","Ido2",0,0,2,0,0,0,0,0,1,0,0,0
"ENSMUSG00000031551.12","Ido1",0,0,0,0,0,2,0,0,0,3,0,1
"ENSMUSG00000031552.13","Adam18",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031553.16","Adam3",0,0,3,0,0,4,0,0,5,0,3,0
"ENSMUSG00000031554.18","Adam5",0,1,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000031555.15","Adam9",4131,3433.128,3385.199,2670.266,2473,2567.957,4907.642,3577.032,3839.638,3162,2239.369,3035.97
"ENSMUSG00000031556.6","Tm2d2",1894,1320,1458.663,2098,1406,1477,1315,1281.796,1205,2050,1632.591,1476
"ENSMUSG00000031557.16","Plekha2",3357.981,3645.412,5713.862,4598.096,5198.071,7925.745,2756.47,3305.132,3632.908,4825.382,4768.832,7619.025
"ENSMUSG00000031558.15","Slit2",1113.001,1346.999,1125,715.001,774,878,1252.908,891,1122.09,716.999,684,964
"ENSMUSG00000031559.15","4930555F03Rik",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031561.16","Tenm3",3,8,16,9,9,69,3,20,6,16,23,57
"ENSMUSG00000031562.15","Dctd",234.001,390.999,478.001,306,198,344,420.001,670.001,675,339,259,391
"ENSMUSG00000031563.8","Wwc2",3513.623,3532.86,4468.04,4534.319,4933.482,6925.477,3331.097,3163.248,3595.063,5678.524,4659,7677
"ENSMUSG00000031565.18","Fgfr1",2968.166,1940.87,1480,5044.471,3859,4664.999,2156.412,1246.002,914.999,4213,3027.329,4625.863
"ENSMUSG00000031568.16","Rwdd4a",1069.001,930,1023,1160,844,943,1167,1169,1160,1343,874,1047.001
"ENSMUSG00000031570.17","Plpp5",497,428,518,735,463.999,570.999,563,819,684,887.001,702,665.055
"ENSMUSG00000031574.8","Star",30,28,13,65,40,45,57,30,20,113,41,37
"ENSMUSG00000031575.18","Ash2l",2531.001,2314.218,2666,2668.001,2265,2625.999,2934.977,2980.424,3061,3173.614,2283.999,2835.906
"ENSMUSG00000031576.16","Kcnu1",0,0,2,3,0,0,2,0,0,10,1,0
"ENSMUSG00000031577.10","Tti2",659.21,436.017,470.611,622.326,438.389,465.317,573.765,483.197,507.494,770.631,397.221,522.361
"ENSMUSG00000031578.5","Mak16",1454.158,1478.983,1737.389,2067.674,1463.612,1837.683,1840.279,1966.804,2114.094,2432.368,1437.779,2163.028
"ENSMUSG00000031583.13","Wrn",642,743,883.999,469.003,603,597,889.097,713,753,596,713,810
"ENSMUSG00000031584.16","Gsr",3702,3249.309,4897.081,4753,3659.547,4708,3860.155,4735.141,5611,6759.946,4570.987,7335.152
"ENSMUSG00000031585.13","Gtf2e2",1558,1137,1237,1415.001,1061.001,1305,1616.113,1649.815,1597.287,1752.917,993.999,1547.973
"ENSMUSG00000031586.17","Rbpms",433,262,117,179,86,81.001,829.999,525,398.001,420,212,137
"ENSMUSG00000031590.8","Frg1",1596,1132,1191.928,1350,1115,1208,964,976,1024,1652,1284.427,1486
"ENSMUSG00000031591.14","Asah1",8011.005,4879.999,4983.548,6139.709,3964.469,4075,7402.252,4617.67,4731.37,8053.012,4313.001,5078.752
"ENSMUSG00000031592.10","Pcm1",1590.941,1608,1688.061,1419,1308,1359,2331.043,1989.003,1954.999,1805,1330.999,1742
"ENSMUSG00000031594.9","Fgl1",11,10,5,10,11,1,18,10,15,5,2,3
"ENSMUSG00000031595.9","Pdgfrl",79,82,189,531,592,686.384,31,31,45,752,779,686
"ENSMUSG00000031596.15","Slc7a2",792,635,883.001,811.001,1297.003,851,240,142,378,1068.746,1314.001,1051
"ENSMUSG00000031600.11","Vps37a",1614,1558.009,1659.001,1875,1792.999,1673,1605.116,1280,1371.494,2118,1600.194,1995
"ENSMUSG00000031601.16","Cnot7",2102.001,1987.001,2233.16,2939.316,2261.012,2212.907,2214.029,2069.32,2174.001,3328,2097.999,2441.534
"ENSMUSG00000031603.14","Fgf20",0,0,0,0,0,1.233,0,0,0,0,0,0
"ENSMUSG00000031604.10","Msmo1",3426.001,3870.999,3477,2446.695,2645,2709,2896,4980.637,4858.24,2767.332,2697.999,2724
"ENSMUSG00000031605.8","Klhl2",1416,1211,1424,1184,1015,1190,1139,1056.291,1359,1306,974,1584
"ENSMUSG00000031608.13","Galnt7",1456,1564.65,1465,1348.001,1340,1325,2555.192,2918.223,2518.169,1595,1292.935,1617
"ENSMUSG00000031609.3","Sap30",692,763,916,552,412,657,986,1201,1374.059,778,469,797
"ENSMUSG00000031610.3","Scrg1",4,1,0,0,0,0,3,0,0,1,0,0
"ENSMUSG00000031613.9","Hpgd",79,34,27,13,5,8,149,127,81,6,39,6
"ENSMUSG00000031616.7","Ednra",2,6,7,1,6,5,1,7,5,16,6,17
"ENSMUSG00000031617.16","Tmem184c",1416,1306,1374,1634,1332,1436,1146.018,953.354,1152.853,1869.087,1510,1716
"ENSMUSG00000031618.13","Nr3c2",3,1,7,22,10,10,31,19,14,29,8,9
"ENSMUSG00000031620.16","Iqcm",0,0,0,0,0,0,0,0,0,0,3,0
"ENSMUSG00000031621.9","Isx",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000031622.16","Sin3b",3617.002,2398.947,3165,4954.808,3563,4295.965,2646.002,2887.375,2769.468,4754.103,3087.943,4119.063
"ENSMUSG00000031626.18","Sorbs2",7821.133,7243.999,10840.436,1420.999,1702.998,2263.001,14102,12074.096,11268.755,2407.01,2157.999,3195.999
"ENSMUSG00000031627.9","Irf2",1463,1135,1197.516,860.999,1008,1141.999,1685,1448.999,1241,1155.999,1312.981,1362.001
"ENSMUSG00000031628.9","Casp3",4813,5524.984,5030.074,3006.243,3166,3501.663,8299.279,8490.35,7817.414,5201.306,4091,4877.855
"ENSMUSG00000031629.14","Cenpu",331.717,366.705,414.571,53.95,123.664,213.576,358.478,455.551,478.754,111.421,265.439,298.795
"ENSMUSG00000031631.15","Cfap97",532,551,512,699.001,583,654,622,534,530,862,665.001,750
"ENSMUSG00000031633.4","Slc25a4",8798.053,7116.193,8840.732,6919.209,5747.409,8642.38,7053.642,7831.698,7809.067,8195.962,6843.058,9693
"ENSMUSG00000031634.13","Ufsp2",840,722.999,687,648.873,545.999,710,695,842.001,761.982,673.014,585.001,695
"ENSMUSG00000031635.14","Anxa10",3,0,3,7,4,2,0,0,0,0,2,11
"ENSMUSG00000031636.7","Pdlim3",44.002,38.999,33,18,31,36.999,17.001,27,36,26,38,52
"ENSMUSG00000031637.13","Lrp2bp",0,0,0,0,0,0,3,1,0,9,0,0
"ENSMUSG00000031639.12","Tlr3",3547.642,2587.094,2396.062,811.126,845.999,614,5355.796,4060.902,4116.3,1181,852,962
"ENSMUSG00000031640.11","Gm45753",0,0,1.046,0,0,0,0,0,0,0,0,1.041
"ENSMUSG00000031641.14","Cbr4",421,293.001,317.999,472.001,268,335,384.001,354.999,316.001,538.001,362.999,363
"ENSMUSG00000031642.9","Sh3rf1",1664,1265,1516,1004,1144,1180.796,1507.047,1305.025,1235,1170,1061.038,1448
"ENSMUSG00000031644.19","Nek1",398,303,413,399.999,309,312.001,584.999,543.002,561,503.001,374,445
"ENSMUSG00000031645.4","F11",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000031647.10","Mfap3l",6846.021,5283.069,3445,4263,4863.042,2239.274,4625.519,2976.19,3216,3434.679,3387,2399
"ENSMUSG00000031651.5","Triml1",0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000031652.11","N4bp1",3645,2755,2664.56,3433,2687,2566.304,4359,3514.877,3471.114,4190.847,3148.657,3299
"ENSMUSG00000031654.16","Cbln1",0,0,0,0,0,5,0,1,1,0,0,0
"ENSMUSG00000031657.16","Heatr3",974.003,1234.913,1366,933,822.598,929,1384,2275.513,2210,1110.006,926,1152.143
"ENSMUSG00000031659.13","Adcy7",253,257.966,324.999,556,708,785,143,174,231.001,783.262,1020,1180.878
"ENSMUSG00000031660.13","Brd7",1777.641,1473,1458,1671.001,1202,1342,2162.999,1857,1844.001,1971.373,1323.999,1547
"ENSMUSG00000031661.12","Nkd1",4,3,3,7,2,10,2,4,0,5,4,3
"ENSMUSG00000031662.8","Snx20",0,0,1,5,0,2,7,6,5,0,0,2
"ENSMUSG00000031665.7","Sall1",1,1,0,2,4,3,0,4,2,6,4,1
"ENSMUSG00000031666.15","Rbl2",1175.434,1057.811,1097.957,828.103,1049.343,977.424,1313.036,1020.222,939.906,1053.159,1083.432,1247.623
"ENSMUSG00000031667.16","Aktip",2253.414,1557.19,1312.042,1823.898,1039.658,948.579,1901.839,1539.744,1403.053,2146.812,1319.516,1238.377
"ENSMUSG00000031668.14","Eif2ak3",2082,1119,1000,1672,1264.969,1126,1849,1296.39,1062.986,2140.04,1479,1437.001
"ENSMUSG00000031669.10","Gins3",410,346,389,249,318,336,389,415,426.18,333,462,353
"ENSMUSG00000031671.11","Setd6",510.04,409.999,393.999,564.999,391,407.102,553.001,724.257,585.001,660,486,483.999
"ENSMUSG00000031672.8","Got2",10595.39,9450.168,10052.941,10447.47,8007.461,8915.061,12691.314,11966.733,12047.221,11149.171,8269.095,9963.986
"ENSMUSG00000031673.6","Cdh11",15.004,21.008,11.005,20.975,20.733,20.102,13.297,24.444,13.461,35.134,23.111,25.312
"ENSMUSG00000031681.16","Smad1",1222,947,1277,1847,1430,1556,1168,982,960,2200.025,1436,1929.145
"ENSMUSG00000031682.5","1700011L22Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031683.16","Lsm6",1134,1210,1303,807.953,834,1090,1028,1389.001,1401.007,858,1167.011,1167.045
"ENSMUSG00000031684.11","Slc10a7",861,816,1001.744,662,897,892.303,1194,999.999,1171.047,905.001,909,1080.012
"ENSMUSG00000031688.4","Pou4f2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031691.14","Tnpo2",5193.774,4134.99,4139.924,5618.792,4274.815,4505.974,4733.562,3552.605,3598.797,6810.955,4152.985,5349.761
"ENSMUSG00000031696.9","Vps35",7983.427,5813.71,6543.776,8030.999,5295,6675.467,7571.135,6923.652,7043.64,9427.7,5806.891,7750.841
"ENSMUSG00000031697.12","Orc6",1212.254,1078.827,1231.224,705.271,705,1087.186,995.067,1201.608,1244.347,915.3,863,1172.28
"ENSMUSG00000031698.14","Mylk3",15,20,15,13,21,23,9,17,26,20,19,24
"ENSMUSG00000031700.11","Gpt2",2382.993,916,951,2565.001,1038.118,1155,1907,444,517,2643,901,1424
"ENSMUSG00000031701.6","Dnaja2",8493.803,7408.008,7545.052,8965.22,6694.054,8081.211,7166,7277.432,7623.321,9517.054,6892.882,8998.291
"ENSMUSG00000031703.8","Itfg1",3319.987,2424.994,2640.133,3008.899,2539.364,2311,3013.88,2279.997,2505.026,3590.191,2680.993,2745.546
"ENSMUSG00000031706.7","Rfx1",926.758,687,665,976,699,752,1045.711,828.984,784.041,1037,687,866
"ENSMUSG00000031708.17","Tecr",8498.815,7494.876,6685.999,6246.411,6228.745,5495.916,6706.181,8336.709,7577.942,6631.601,6588.092,6473
"ENSMUSG00000031709.15","Tbc1d9",1490.771,874.471,834,1914.457,1373.85,1316.714,1234.73,433.057,476.196,2075.093,1000.97,1345.269
"ENSMUSG00000031710.4","Ucp1",0,1,0,0,0,0,1,0,0,0,0,2
"ENSMUSG00000031711.7","Zfp330",1538.74,1191.94,1164,1750.152,1047.994,1571.992,1620.903,1350.03,1268.896,2048.602,1430.846,1872.906
"ENSMUSG00000031712.10","Il15",254,73,59.999,53,27,73,237.164,54.999,56,121.999,79.999,58.001
"ENSMUSG00000031714.9","Gab1",631.682,502,384.674,561.239,487,388.477,802.523,617,529.956,647.89,474,568
"ENSMUSG00000031715.14","Smarca5",4480.228,5179.081,5987.502,4496.463,4076.186,4781.281,5630.65,6482.672,7253.946,5787.636,3958.132,6200.681
"ENSMUSG00000031722.10","Hp",1034,385.156,227,32,78,26.011,535.24,381.395,323,49,245,121
"ENSMUSG00000031723.8","Txnl4b",337,185,177,270,205,163,304,239,219.131,301,229,232
"ENSMUSG00000031725.8","Ces1f",1,0,9,39,12,7,1,1,2,59,49,32
"ENSMUSG00000031727.8","Pmfbp1",0,0,0,0,0,4,0,1,0,0,0,0
"ENSMUSG00000031728.10","Zfp821",698.999,414,487,936.001,615.001,578,472,347,343,902.005,530,629.176
"ENSMUSG00000031729.6","Ist1",4156.383,3393.008,3650.759,4520.563,3601.99,3686.999,3038.999,3342.448,3264.656,5085.057,3579.051,4456.992
"ENSMUSG00000031730.18","Dhodh",502,356,485.999,442,281.001,309,657,624.739,558,467,326.001,443
"ENSMUSG00000031731.16","Ap1g1",4216.988,4400.918,4679.112,4421.214,4239.131,4288.471,4730.899,4839.106,5327.989,5111.191,4186.7,5464.501
"ENSMUSG00000031732.12","Phlpp2",403,482.001,515,564,437,471,537.016,631.938,638,617.002,322,442
"ENSMUSG00000031734.13","Irx3",1170,617,370,836.985,455,310,1062.049,923.136,772.986,1061,537,507.002
"ENSMUSG00000031736.11","Crnde",58,53,32,41,23.999,58.001,70,59,80,67,85,51
"ENSMUSG00000031737.11","Irx5",1729,1607,911,931,681,617,1855.389,1824.025,1483,1324.727,782,750
"ENSMUSG00000031738.14","Irx6",0,0,0,0,1,1,0,0,0,0,1,1
"ENSMUSG00000031740.8","Mmp2",82,42,48,73,87,47,49.999,40,45,80,71,62
"ENSMUSG00000031748.16","Gnao1",2533,1905.026,1070,804.001,1068.999,634,1949.131,1291.001,995,1058.001,1090.001,826.999
"ENSMUSG00000031749.12","St3gal2",745,672,1038,1199.828,977,1483.001,867.001,497.999,777.152,1404.013,1311.001,1988
"ENSMUSG00000031750.15","Il34",3013.226,2029.019,1915,1502.999,949.001,1082.982,1887.961,1586.347,1720,1772.369,1158,1354.999
"ENSMUSG00000031751.14","Amfr",12342.944,10097.179,9409,11421.042,9381.464,9043.391,9840.47,8720.059,8782.563,13059.61,10030.811,11305.74
"ENSMUSG00000031753.16","Cog4",2991.844,2305.099,2279,2220.009,1968.273,2181.06,2307.003,2031.81,2072.981,2583,1990,2241.007
"ENSMUSG00000031754.10","Nudt21",1869.048,1652.503,2187.537,2150.292,1508.157,2131.445,1767.996,2163.82,2055.057,2641.533,1800.609,2452.414
"ENSMUSG00000031755.6","Bbs2",198,167.003,180,316.053,192,170.018,223,182,186,327,175,238
"ENSMUSG00000031756.5","Cenpn",698,555.999,675,108,342,429,705,695.37,773,183,506,454
"ENSMUSG00000031757.7","Mt4",0,0,9,0,0,0,0,0,1,0,0,0
"ENSMUSG00000031758.10","Cdyl2",0,5,0,0,1,3,0,0,1,1,1,1
"ENSMUSG00000031760.9","Mt3",11,2,5,0,0,1,10,0,3,6,4,2
"ENSMUSG00000031762.7","Mt2",570.998,207.997,418.988,945.976,325.991,438.948,395.898,198.001,333.997,1621.748,356.998,524.999
"ENSMUSG00000031765.8","Mt1",3811.736,1293,1408,4465.939,1502.599,1484.282,3055.396,2473.766,1986.998,6816.967,1998,2247.879
"ENSMUSG00000031766.4","Slc12a3",3,1,1,0,1,0,2,1,2,7,3,2
"ENSMUSG00000031767.13","Nudt7",235.001,110.001,136,168.999,174,168.999,224,133,124.001,294,201.001,196
"ENSMUSG00000031770.16","Herpud1",6296.001,3130.042,2954.746,4648.686,2467.801,2172.001,10353.027,6746.007,5174.804,5494.248,3089,3021.812
"ENSMUSG00000031772.17","Cntnap4",0,0,0,10,0,4,0,0,0,0,0,4
"ENSMUSG00000031774.8","Fam192a",1861.987,1371,1348.999,2145.001,1422,1626.877,1602.938,1352,1371.254,2408,1791.001,1870
"ENSMUSG00000031775.5","Pllp",1,20.111,14.037,19.213,6,8.03,26.859,26.351,31.578,10.246,7.291,46.495
"ENSMUSG00000031776.17","Arl2bp",2496.985,1925.032,2040,2209.642,1629,1458,2373.489,2157.064,2329,2424.999,1743.001,1752
"ENSMUSG00000031778.13","Cx3cl1",6223,3328,2361.028,3810.841,3875.101,2775,7695.354,3740.159,3350.001,6673.753,6768.999,4886
"ENSMUSG00000031779.3","Ccl22",0,0,0,0,0,0,0,0,1,0,0,1
"ENSMUSG00000031780.2","Ccl17",0,1,5,0,0,3,0,1,0,0,6,3
"ENSMUSG00000031781.14","Ciapin1",2008,1522.162,1481.729,1936.075,1308.533,1617.049,1654.796,1728.218,1578.455,2105.001,1434,1768.99
"ENSMUSG00000031782.15","Coq9",1508.001,830,761.001,1038,669,733,1434.001,1293.001,1035.936,1242.007,891.001,820
"ENSMUSG00000031783.10","Polr2c",2219.282,1413.318,1649.471,1648.53,1040.564,1779.606,1555.397,1909.075,1724.033,2168.272,1503.822,1842.781
"ENSMUSG00000031785.16","Adgrg1",1799,1379.006,850.041,1951.084,1923,1234,2389.995,1399,997.001,2211.145,2076,1660.1
"ENSMUSG00000031786.7","Drc7",3,0,2,2,0,1,4,0,0,5,0,14
"ENSMUSG00000031787.8","Katnb1",768.778,805.367,897.591,627.878,691.765,756.408,656.212,971.021,1005.351,685.717,777.673,980.602
"ENSMUSG00000031788.14","Kifc3",6496.715,4947.301,6155.763,7465.124,7023.238,7388.591,5572.571,3627.766,4190.766,9013.581,6837.429,8022.177
"ENSMUSG00000031789.17","Cngb1",5,2,8,12,22,43,5,0,2,116,20,81
"ENSMUSG00000031790.8","Mmp15",812,643,352,383,184,245,3318.548,2844.476,1983.08,353,290,407
"ENSMUSG00000031791.8","Tmem38a",359,231,367,528,345,286,352,257,249.999,515,347,335
"ENSMUSG00000031792.15","Usb1",1038.47,650,640,1069,552,749,883.001,816.164,777,1237,565,913
"ENSMUSG00000031796.7","Cfap20",1094.001,709.343,755,975.211,647.2,714.198,1113.691,1001.067,902.011,1102.06,677.029,868.022
"ENSMUSG00000031799.10","Tpm4",17318.021,17627.548,21885.465,18382.974,16596.936,23071.999,14976.725,16695.674,17319.53,21862.869,18007.448,24566.91
"ENSMUSG00000031802.9","Phxr4",0,0,0,0,0,0,0,0,0,2,3,0
"ENSMUSG00000031803.8","B3gnt3",9864.898,9526.585,10738.214,8150.423,7551.609,8714,9232.382,9833.63,10881.591,9019.07,8116.181,10073.785
"ENSMUSG00000031805.17","Jak3",720.387,624.563,583.786,650.662,543.543,542.43,509.192,873.693,583.221,731.721,797.035,734.568
"ENSMUSG00000031807.10","Pgls",2687,1345,1809,3172.718,1789.023,2301,1809.803,1851,1632.001,3301.748,2052.123,2449
"ENSMUSG00000031808.7","Slc27a1",2760.999,1322,1237.911,2611.001,1658,1321.999,2183,1382.983,1278.001,2557.999,1913,1697
"ENSMUSG00000031809.10","1700018B08Rik",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000031812.16","Map1lc3b",6799.031,3172.013,3477.16,9417.869,5171.997,5501.895,4391.361,2262.097,2255.381,10778.252,5389.77,5824.355
"ENSMUSG00000031813.8","Mvb12a",3246.002,1694.69,1890.999,2657.954,1565,1711.001,2537.427,2211.014,1847.001,2881,1864,1961.933
"ENSMUSG00000031816.15","Mthfsd",906.999,576,553,753.998,543.001,671.998,641.007,621.001,581,687.057,511.043,614.001
"ENSMUSG00000031818.12","Cox4i1",19620.879,11033.991,12963.165,17813.946,10118.566,13439.942,14017.488,13879.535,11646.262,19679.201,13011.259,14679.487
"ENSMUSG00000031819.13","Emc8",2458.798,1984.001,2536.87,2138.275,1467.001,2041.137,1998.966,2561.951,2645,2553.762,2084.384,2413.439
"ENSMUSG00000031820.9","Babam1",2742.743,2107.999,2090,2306,1734.284,2064,2099.177,2114.862,2184.617,2710.997,2138,2395.02
"ENSMUSG00000031821.11","Gins2",1795.105,1519.005,1513.747,976.473,1302.142,1471.905,1391.42,1375.402,1428.457,1119.174,1426.678,1679.422
"ENSMUSG00000031822.20","Gse1",2883.906,1997.995,2095.253,2705.376,2398.904,2476.096,1867.674,1252.597,1332.545,2373.825,1592.709,2214.59
"ENSMUSG00000031823.14","Zdhhc7",2085,1878.001,1989.071,1830.999,1624,1552,2069.875,2513.462,2342,1972,1607.482,1689
"ENSMUSG00000031824.15","6430548M08Rik",468,362,218,198,159,79,774.035,795,575,280,238,118
"ENSMUSG00000031825.16","Crispld2",239,283,182,85,114,93,501,1081,736.974,260,337,260
"ENSMUSG00000031826.20","Usp10",1993,2396.999,2645,2378.079,1908.841,2417.519,2879,4051.001,3909.058,2778.148,2168,3234.473
"ENSMUSG00000031827.13","Cotl1",5368,4021,3106.003,6070,6104.618,7847.648,6364.66,6209.429,4177.963,10217.595,8937.018,10163.652
"ENSMUSG00000031828.9","Klhl36",220,154,176,319,254,263,337,318,216,380,200,270
"ENSMUSG00000031831.6","Dnaaf1",0,0,0,4.638,0,0,0,0,0,3.455,0,0
"ENSMUSG00000031832.15","Taf1c",441,350,342.052,615.383,293,426,360,388,376.121,624.544,421,439
"ENSMUSG00000031833.10","Mast3",808,736,812.001,1004,883.001,834,823,846.001,787.001,1008.003,852.01,1113.999
"ENSMUSG00000031834.15","Pik3r2",3046.102,1899.045,1987.299,3360,2152,2420.758,3083.037,2248.001,2048,3950.663,2404,3174
"ENSMUSG00000031835.16","Mbtps1",5107.503,4177.025,4727.94,4381.048,3987.957,3945.297,5060.276,4948.498,5029.169,5120.999,3999.999,4984.998
"ENSMUSG00000031837.14","Necab2",1,2,1,0,1,2,0,0,0,4,1,2
"ENSMUSG00000031838.8","Ifi30",2946,1267,1282,2190,1102,1215,2519.998,1937.976,1629,2773.999,1443,1496
"ENSMUSG00000031839.7","Hsbp1",6040.072,3919.901,3877.758,5406.237,3432.304,3731.68,4352.479,4043.471,3380,5783.023,3880.835,4086
"ENSMUSG00000031840.12","Rab3a",454,224,166,161,121,123,423.001,227.999,265.999,140,130.436,178.001
"ENSMUSG00000031841.19","Cdh13",11,18,18,14,21,21,14,8,13,20,17,27
"ENSMUSG00000031842.15","Pde4c",2,5,0,0,0,1,3,3,11,3,0,3
"ENSMUSG00000031843.2","Mphosph6",509,491,547.886,626.019,339,564,547,644,558,751,504,722.989
"ENSMUSG00000031844.8","Hsd17b2",2,1,0,0,0,0,9,2,8,5,1,11
"ENSMUSG00000031845.15","Bco1",5,4,2,7,8,4,11,3,7,7,3,4
"ENSMUSG00000031847.8","1700030J22Rik",113,57,66,113,85,57,106,97,82,137,89,60
"ENSMUSG00000031848.15","Lsm4",3490.039,2753.999,2930.001,2273.133,1446,2216,2575,4017.356,3774,2333.999,1936,2685
"ENSMUSG00000031849.9","Comp",36,3,82,47,4,59,39,4,41.047,41,6,61
"ENSMUSG00000031851.14","Ntpcr",133.607,72,73,91,105,88,59,59,45.999,99,95,98
"ENSMUSG00000031853.5","Map3k21",1266,897,1000,308,300,204,1058,930,1242,392,327,295
"ENSMUSG00000031858.16","Mau2",1514,1355,1498.999,1834.001,1429.001,1521.999,1789.481,1459.028,1366.001,2230.794,1416.002,1655
"ENSMUSG00000031860.17","Pbx4",119,30.999,53,66,43,45.999,36,22,27,56.999,42.999,41
"ENSMUSG00000031861.16","Lpar2",2442.016,1905,1560,2126,1611,1139.019,1750,1484,1511.698,2396,1606,1247
"ENSMUSG00000031862.11","Atp13a1",3547.228,3358.369,3187.374,3371,2699.14,2606.765,3349.193,3514,3592.156,3695.999,2610.598,3266.626
"ENSMUSG00000031864.16","Ints10",1349.412,1077.694,1317.999,1045.007,1113,1355,984.958,1429.008,1496,1078,1094,1341.998
"ENSMUSG00000031865.16","Dctn1",7200,5798.057,5389.007,7125.63,5984.001,5831,7124.954,6588.928,6024.057,7175.125,5813.855,6442.026
"ENSMUSG00000031870.16","Pgr",30,11,12,0,2,2,33,14,20.001,6,13,4
"ENSMUSG00000031871.9","Cdh5",7,20,8,23,35,33,21,29,35,43,24,38
"ENSMUSG00000031872.14","Bean1",0,2,0,3,0,0,0,1,0,0,0,0
"ENSMUSG00000031875.7","Cmtm3",1502,590,682.999,1991.001,933,1045.001,1274.999,473.999,381.999,2314,711.001,1114.293
"ENSMUSG00000031876.18","Gm45711",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031877.9","Ces2g",52,42,87,42,31,61,9,22,23,28,37,137
"ENSMUSG00000031878.18","Nae1",1062,994.999,1293.999,1625.99,1077.001,1378,1257,1137.999,1214,2121,1141,1739.69
"ENSMUSG00000031879.14","Ciao2b",1295,756.215,1013,1510.999,817.002,1428,872,1051,919,1709,944,1315
"ENSMUSG00000031880.7","Rrad",23,35,94,59,93,259,19,30,27,95,99,304
"ENSMUSG00000031881.6","Cdh16",1,0,0,1,0,2,0,1,0,0,0,1
"ENSMUSG00000031883.13","Car7",27,2,7,16,8,10,23,23,10,22,6,9
"ENSMUSG00000031884.10","Ces2d-ps",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031885.14","Cbfb",4677,4258.593,4835.449,5093.738,4287.001,5172,4617.438,4386.456,5056.851,6096.424,4848.969,5906.001
"ENSMUSG00000031886.14","Ces2e",18,30,44,26,9,55,49,15,26,36,33,81
"ENSMUSG00000031887.13","Tradd",975,677.987,770,1060,815,886,686,740,761,1091,1006,973
"ENSMUSG00000031889.9","D230025D16Rik",906.777,575.879,546.916,1133.511,660.496,608.923,767.634,586.915,511.079,1120.538,692.364,781.231
"ENSMUSG00000031891.6","Hsd11b2",9,6,7,18,24,33,2,4,0,29,41,67
"ENSMUSG00000031893.7","Tsnaxip1",0,0,5,4,0,0,9,3,2,4,4,6
"ENSMUSG00000031896.7","Ctrl",0,0,0,0,0,6,0,0,1,0,0,1
"ENSMUSG00000031897.9","Psmb10",792,463,704,406.307,332.82,518.999,1179.703,900.296,746,577.048,536,738
"ENSMUSG00000031898.9","Dpep3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031901.12","Dus2",177,193,262,140,120,197,155,281,312.649,211,141,239
"ENSMUSG00000031902.10","Nfatc3",1979.158,2024.784,2017.411,2430.799,2010.834,2168.71,2706.651,2655.006,2816.031,2877.721,2049.474,2772.819
"ENSMUSG00000031903.7","Pla2g15",549,326,626,951,715.007,953.001,366,304,327,906,611,1163
"ENSMUSG00000031904.5","Slc7a6",1046,888.999,1337.999,1746,921,1578.001,1084.999,1153.037,1325,1915,1264.363,2244.01
"ENSMUSG00000031906.9","Smpd3",26.012,50,73,34,23,27.017,102.002,147.032,162.253,36,50.032,48
"ENSMUSG00000031907.9","Zfp90",229,138,156,217,188,231,220,135,150,229,196,221
"ENSMUSG00000031910.14","Has3",5,5,7.251,16.348,12.322,10,4.272,7,5.1,8.151,8.122,23.286
"ENSMUSG00000031913.9","Vps4a",2016,1499,1889,1997,1479.069,1878.017,1877.653,2040,1920,2195.19,1737,1959
"ENSMUSG00000031916.17","Cog8",2020.673,1507.935,1525.565,1766.492,1492.58,1502.706,1802.509,1933.071,1672.649,2316.802,1615.665,1936.879
